A: Trend scenario: 88-99ha,,,,,
,,,,,
BLAND H,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Approximately 450m to the southeast of the Bryanston SSSI.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,-,-,-,P,Dorset AONB is approx. 20m to the west of the area
Historic Environment,--,--,--,P,Within the Blandford St Mary and Bryanston Conservation Area.
Community,++,++,++,P,"Development in this area would provide access to a primary and/or secondary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
BLAND I,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Includes The Cliff, Bryanston SNCI and the Bryanston SSSI is approximately 60m to the west."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the Dorset AONB.
Historic Environment,--,--,--,P,Within the Blandford St Mary and Bryanston Conservation Area.
Community,++,++,++,P,"Development in this area would provide access to a primary and/or secondary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
BLAND J,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Includes the Lowland calcareous grassland priority habitat and The Milldown SNCI.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,0,0,-,P,Zone 3 Flood Zone adjacent and to the south of the site. Potential long term impact as the impacts of climate change are more fully realised and the frequency and severity of rainfall events increase.
Landscape,--,--,--,P,Within the Cranborne Chase AONB.
Historic Environment,-,-,-,P,Adjacent to the Blandford St Mary and Bryanston Conservation Area.
Community,++,++,++,P,"Development in this area would provide access to a primary and/or secondary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
BLAND K,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Unlikely to affect priority habitats, wildlife designations or wildlife corridors."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the Cranborne Chase AONB.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to a primary and/or secondary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
01_BLFO:  Land north of Blandford Forum,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Unlikely to affect priority habitats, wildlife designations or wildlife corridors."
Soil,--,--,--,P,Within Grade 2 (‘very good’) agricultural land.
Water,--,--,--,P,Partly within a Zone 1 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,--,--,--,P,Within the Cranborne Chase and West Wiltshire AONB.
Historic Environment,0,0,0,P,There are no heritage assets within the site and immediate surroundings.
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Development at this scale will provide housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,0,0,0,P,"Development at this scale has less potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
02_BLFO:  Land east of Blandford Forum,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Unlikely to affect priority habitats, wildlife designations or wildlife corridors. "
Soil,--,--,--,P,Within Grade 2 (‘very good’) agricultural land.
Water,--,--,--,P,Partly within a Zone 1 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development of this scale may result in an increase in greenhouse gas emissions. Development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a zone 3 flood zone.
Landscape,-,-,-,P,Adjacent to the Cranborne Chase and West Wiltshire AONB.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,++,++,++,P,"Development at this scale is likely to provide a significant amount of housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,"Development at this scale has greater potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
03_BLFO: Land North of Ward’s Drove (Section 1),,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Unlikely to affect priority habitats, wildlife designations or wildlife corridors."
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,-,-,-,P,Within an area affected by groundwater inundation of the foul drainage network.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute to a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,0,0,0,P,"Not within or close to an AONB, world heritage site or greenbelt."
Historic Environment,-,-,-,P,The Blandford St Mary Conservation Area is approx. 190m to the north of the site.
Community,+,+,+,P,"Within 30 minutes of a Tier 1 or 2 settlement by public transport. This accessibility and connectivity will encourage social interaction, encouraging a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Development at this scale will provide housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,0,0,0,P,"Development at this scale has less potential to supply land to support the growth, innovation and productivity of businesses. "
,,,,,
BLAN6: Land Adjacent to Ward’s Drove,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Unlikely to affect priority habitats, wildlife designations or wildlife corridors."
Soil,0,0,0,P,Development at this site is unlikely to result in the loss of more productive agricultural land or result in an appreciable impact upon areas of geological interest.
Water,-,-,-,P,Within an area affected by groundwater inundation of the foul drainage network.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,0,0,0,P,Development of this scale is unlikely to contribute significantly to an increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,The site is not within or adjacent to a flood zone.
Landscape,0,0,0,P,"Not within or close to an AONB, world heritage site or greenbelt. Landscape planting will be provided with the development."
Historic Environment,0,0,0,P,"The Blandford St Mary Conservation Area is approx. 190m to the north of the site. However, the policy requires development to avoid impacts upon the setting of heritage assets in Lower Blandford St Mary."
Community,++,++,++,P,"Within 30 minutes of a Tier 1 or 2 settlement by public transport. The development will provide a link to the North Dorset Trailway and surrounding countryside, improving access to natural spaces and green infrastructure."
Housing,+,+,+,P,Development would provide approx. 220 homes.
Economy,0,0,0,P,"Development would not provide employment land, transport or telecommunications infrastructure. "
,,,,,
BLAN7: Land north-east of Blandford Forum,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,0,0,0,P,"Unlikely to affect priority habitats, wildlife designations or wildlife corridors."
Soil,0,0,0,P,"Within Grade 2 (‘very good’) agricultural land. However, allotments will be provided with the development to ensure that local food production is supported."
Water,--,--,--,P,Partly within a Zone 1 Groundwater Source Protection Zone.
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development of this scale may result in a substantial increase in greenhouse gas emissions.
Flooding & Coastal Change,0,0,0,P,Within a zone 3 flood zone. Development will be required to deliver a drainage strategy which reduces flood risk.
Landscape,0,0,0,P,"Within the Cranborne Chase and West Wiltshire AONB. However, development must satisfactorily mitigate any adverse impacts on the Cranborne Chase and West Wiltshire Downs AONB."
Historic Environment,0,0,0,P,There are no heritage assets within the site and immediate surroundings.
Community,++,++,++,P,"Development would provide access to Blandford within 15 minutes by public transport and improve sustainable transport links, as well as improving access to green infrastructure encouraging healthy lifestyles and wellbeing. "
Housing,++,++,++,P,"Development would provide approx. 680 homes, including self-build and custom housing, and facilities including a primary school."
Economy,+,+,+,P,Development would provide approx. 4.7ha of employment land.
,,,,,
FWPWM A,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Area includes the Dorset Heaths SAC, SPA and Ramsar, Holt and West Moors Heath SSSI, West Moors Petroleum Depot SNCI and the Dwarf shrub heath priority habitat. "
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM B,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Area includes the Dorset Heaths SAC, SPA and Ramsar, Holt and West Moors Heath SSSI, West Moors Plantation SNCI, West Moors Long Paddock SNCI and the European dry heaths priority habitat. "
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM C,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,A section of the southern part of the area is within the 400m of the Dorset Heathlands European site. Includes the Moors River System SSSI.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM D,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Area includes the Dorset Heaths SAC, SPA and Ramsar, Moor River System SSSI, Parley Common SSSI, and Dwarf shrub heath priority habitat. "
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,The Scheduled Monument titled “Bowl barrow 750m south west of Palmers Ford Farm” is located approx. 80m to the south.
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM E,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Area includes the Dorset Heaths SAC, SPA and Ramsar, Moor River System SSSI, Parley Common SSSI, East Parley Common SNCI, and the other wet heaths priority habitat. "
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,The Scheduled Monument titled “Bowl barrow 750m south west of Palmers Ford Farm” is located approx. 150m to the north.
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM F,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Area includes the Dorset Heaths SAC, SPA and Ramsar, Holt and West Moors Heath SSSI, Ferndown Golf Course SNCI, other lowland mixed deciduous woodland and dwarf shrub heath priority habitat."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,"The Scheduled Monument in the surrounding areas, including the monument titled “Ralphs Barrow” is located approx. 50m to the west."
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM G,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,Almost entirely within the 400m to 5km buffer zone around the Dorset Heathlands. A very small area to the north of the area is within the 400m zone.
Soil,--,--,--,P,Part of this area is classified as Grade 2 (‘very good’) agricultural land.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,A small area is within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,The West Parley Conservation Area is located on the southern part of the area.
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM H,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Approx. 60m from the Dorset Heaths SAC and SPA, Ferndown Common SSSI. Includes the Big Copse SNCI."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,"Includes the Scheduled Monuments “Bell barrow known as Belle Vue Barrow, and a bowl barrow 250m north east of Hillamsland” and “Dudsbury camp”. Approx. 110m from Scheduled Monument “Bell barrow 500m north east of Beacon Farm”."
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM I,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Area includes the Dorset Heaths SAC and SPA, Ferndown Common SSSI, Award Road SNCI, Big Copse SNCI, and dwarf shrub heath and European dry heath priority habitat."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,"The area includes the Scheduled Monument titled “Bowl barrow 600m north east of Beacon Farm”, and the “Bowl barrow 250m west of Ferndown Upper School” is approx. 20m to the north”."
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM J,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Mainly within the 400m to 5km buffer zone around the Dorset Heathlands, with a small area on the eastern boundary within 400m zone. Includes Stapehill SNCI, Big Burles SNCI, wet woodland and lowland mixed deciduous woodland priority habitat."
Soil,--,--,--,P,Part of this area is classified as Grade 2 (‘very good’) agricultural land.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Development may result in an increase in the emission of greenhouse gases.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,The area includes the Scheduled Monuments titled “Bowl barrow 270m south east of Holy Cross Abbey” and “Bowl barrow 380m west of Holy Cross Abbey”.
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM K,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,-,-,-,P,Within the 400m to 5km buffer zone around the Dorset Heathlands.
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,-,-,-,P,Additional development in this area may increase the emission of greenhouse gases and compromise resilience to climate change.
Flooding & Coastal Change,0,0,0,P,The site is not within a flood zone or at risk of coastal change.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,--,--,--,P,"The Scheduled Monuments titled “Bowl barrow 25m north west of Stapehill Village Hall” and “Three bowl barrows on Cannon Hill” are located approx. 90m to the south and 210m to the north of the area, respectively."
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM L,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Includes Dorset Heaths SAC, SPA and Ramsar, Slop Bog and Uddens Heath SSSI, Leeson Drive Heath SNCI, Ferndown Bypass SNCI and priority habitats including dwarf shrub heath priority habitat.  "
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,A very small area is within a Zone 3 Flood Zone. 
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,-,-,-,P,The Scheduled Monument titled “Bowl barrow 250m west of Ferndown Upper School” is located approx. 450m to the south of the site.
Community,+,+,+,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 30 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM M,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
Biodiversity,--,--,--,P,"Includes Dorset Heaths SAC, SPA and Ramsar, Slop Bog and Uddens Heath SSSI, Uddens Water East SNCI, Broadmoor Coppice SNCI, Pennington's Carr & Copse SNCI and priority habitats including wet woodland and other lowland rich fens."
Soil,0,0,0,P,Will not result in the loss of more productive agricultural land or appreciable impacts upon areas of geological conservation.
Water,0,0,0,P,"Not within a groundwater sensitive area, such as a Groundwater Source Protection Zone, or prone to groundwater inundation of the foul water network."
Air,0,0,0,P,There are no Air Quality Management Areas or recorded exceedances in the concentration of airborne contaminants in this area and its surroundings.
Climate Change,--,--,--,P,Development may result in an increase in the emission of greenhouse gases and development in a flood zone may reduce resilience to future climatic conditions.
Flooding & Coastal Change,--,--,--,P,Within a Zone 3 Flood Zone.
Landscape,--,--,--,P,Within the South East Dorset Greenbelt.
Historic Environment,0,0,0,P,There are no heritage assets within this area and immediate surroundings.
Community,++,++,++,P,"Development in this area would provide access to a primary, secondary or tertiary settlement within 15 minutes by public transport, with this connectivity encouraging social interaction, a more inclusive society and preventing rural isolation."
Housing,+,+,+,P,"Potential to supply housing, including affordable housing, to meet the needs of present and future generations and community facilities."
Economy,+,+,+,P,Potential to provide land and infrastructure to support businesses.
,,,,,
FWPWM N,,,,,
Sustainability objective,Impact,Comment,,,
,ST,MT,LT,P/T,
